"ID","Type","Status","Milestone","Component","Owner","Summary","AllLabels","Reporter"
"1015","Defect","Fixed","TechReview","LovePy","kongjianjun","[LovPy] dos 改为 Dos","Component-LovePy, Milestone-TechReview, Priority-Medium, Type-Defect","kongjianjun"
"1016","Enhancement","Fixed","ReviewEnd","LovePy","Zoom.Quiet","[LovPy]校对团队同步维基失误！","Component-LovePy, Milestone-ReviewEnd, Priority-Chapter, Type-Enhancement","Zoom.Quiet"
"1017","Defect","Fixed","Review1","LovePy","Zoom.Quiet","[LovPy] BeginThanx ","Component-LovePy, Milestone-Review1, Priority-Medium, Type-Defect","kongjianjun"
"1018","Enhancement","Fixed","","LovePy","xg.lisa","[LovPy]CDays 00.pdf p4","Component-LovePy, Priority-Sentence, Type-Enhancement","Zoom.Quiet"
"1019","Issue","Invalid","ReviewEnd","LovePy","xg.lisa","[LovPy]CDays 01.pdf p2 文字多余","Component-LovePy, Milestone-ReviewEnd, Priority-Sentence, Type-Issue","Zoom.Quiet"
"1020","Issue","Fixed","ReviewEnd","LovePy","heyan2007","[LovPy]CDays 01.pdf p2 解析文字没有对齐","Component-LovePy, Milestone-ReviewEnd, Priority-Paragraph, Type-Issue","Zoom.Quiet"
"1021","Issue","Fixed","ReviewEnd","LovePy","xg.lisa","[LovPy]CDays 01.pdf p5 文字错误","Component-LovePy, Milestone-ReviewEnd, Priority-Sentence, Type-Issue","Zoom.Quiet"
"1022","Issue","Fixed","ReviewEnd","LovePy","xg.lisa","[LovPy]CDays 01.pdf p5 标题错误排版成正文","Component-LovePy, Milestone-ReviewEnd, Priority-Medium, Type-Issue","Zoom.Quiet"
"1023","Issue","Fixed","ReviewEnd","LovePy","xg.lisa","[LovPy]CDays 02.pdf p2 文字不通","Component-LovePy, Milestone-ReviewEnd, Priority-Sentence, Type-Issue","Zoom.Quiet"
"1024","Issue","Fixed","ReviewEnd","LovePy","heyan2007","[LovPy]CDays 02.pdf p3 结构失常","Component-LovePy, Milestone-ReviewEnd, Priority-Sentence, Type-Issue","Zoom.Quiet"
"1025","Issue","Fixed","ReviewEnd","LovePy","xg.lisa","[LovPy]CDays 02.pdf p14 标题排版失常","Component-LovePy, Milestone-ReviewEnd, Priority-Sentence, Type-Issue","Zoom.Quiet"
"1026","Issue","Fixed","ReviewEnd","LovePy","xg.lisa","[LovPy]CDays N.pdf p2 边注文字不畅","Component-LovePy, Milestone-ReviewEnd, Priority-Sentence, Type-Issue","Zoom.Quiet"
"1027","Defect","Fixed","TechReview","LovePy","xg.lisa","[LovePy] PCS100 变量名错误","Component-LovePy, Milestone-TechReview, Priority-Medium, Type-Defect","kongjianjun"
"1028","Defect","Fixed","TechReview","LovePy","xg.lisa","[LovePy] PCS101","Component-LovePy, Milestone-TechReview, Priority-Medium, Type-Defect","kongjianjun"
"1029","Defect","Fixed","TechReview","LovePy","xg.lisa","[LovePy] PCS101","Component-LovePy, Milestone-TechReview, Priority-Medium, Type-Defect","kongjianjun"
"1030","Defect","Fixed","","LovePy","xg.lisa","[LovePy] PCS101文字错误","Component-LovePy, Priority-Medium, Type-Defect","kongjianjun"
"1031","Defect","Fixed","","LovePy","xg.lisa","[LovPy]KDays 00.pdf 定场诗","Component-LovePy, Priority-Medium, Type-Defect","skxiaonan"
"1032","Defect","Fixed","","LovePy","xg.lisa","[LovPy]KDays 01.pdf 1.1背景","Component-LovePy, Priority-Medium, Type-Defect","skxiaonan"
"1033","Defect","Fixed","","LovePy","xg.lisa","[LovPy]KDays 02.pdf VC 分层","Component-LovePy, Priority-Medium, Type-Defect","skxiaonan"
"1034","Defect","WontFix","","LovePy","xg.lisa","[LovPy]KDays 03.pdf","Component-LovePy, Priority-Code, Type-Defect","skxiaonan"
"1035","Defect","Fixed","","LovePy","xg.lisa","[LovePy] PCS102","Component-LovePy, Priority-Medium, Type-Defect","kongjianjun"
"1036","Defect","Fixed","","LovePy","xg.lisa","[LovePy] PCS103","Component-LovePy, Priority-Medium, Type-Defect","kongjianjun"
"1037","Defect","Fixed","","LovePy","xg.lisa","[LovPy]KDays 04.pdf HTMLTags","Component-LovePy, Priority-Medium, Type-Defect","skxiaonan"
"1038","Defect","Invalid","","LovePy","xg.lisa","[LovPy]KDays 05.pdf 页面间传递对象","Component-LovePy, Priority-Medium, Type-Defect","skxiaonan"
"1039","Defect","Fixed","TechReview","LovePy","heyan2007","[LovPy]KDays 统一Karrigell 文字","Component-LovePy, Milestone-TechReview, Priority-Word, Type-Defect","Zoom.Quiet"
"1040","Enhancement","Fixed","TechReview","LovePy","xg.lisa","[LovPy]KDays 05.pdf p7 文字对不齐","Component-LovePy, Milestone-TechReview, Priority-Sentence, Type-Enhancement","Zoom.Quiet"
"1041","Defect","Fixed","TechReview","LovePy","xg.lisa","[LovPy]KDays 06.pdf 最后一页多余文字","Component-LovePy, Milestone-TechReview, Priority-Paragraph, Type-Defect","Zoom.Quiet"
"1042","Defect","Fixed","TechReview","LovePy","xg.lisa","[LovPy]KDays 07.pdf 故事图谱太窄","Component-LovePy, Milestone-TechReview, Priority-pic, Type-Defect","Zoom.Quiet"
"1043","Defect","Fixed","","LovePy","xg.lisa","[LovPy]PCS 302.pdf","Component-LovePy, Priority-Medium, Type-Defect","skxiaonan"
"1044","Enhancement","Fixed","","LovePy","heyan2007","[LovPy]PCS 302.pdf TeX 相关名字两处错误","Component-LovePy, Priority-Word, Type-Enhancement","skxiaonan"
"1045","Defect","Fixed","","LovePy","xg.lisa","[LovPy]PCS 302.pdf 冗长，标点符号","Component-LovePy, Priority-Medium, Type-Defect","skxiaonan"
"1046","Defect","Fixed","","LovePy","Zoom.Quiet","[LovPy]PCS00.pdf    应用  文字表述不正确","Component-LovePy, Priority-Medium, Type-Defect","xypmdxx"
"1047","Defect","Fixed","","","","[LovPy]CDays 01.pdf p8文字多余","Priority-Medium, Type-Defect","blueskyflq"
"1048","Defect","Fixed","","","","[LovPy]CDays 00.pdf p3 文字不畅","Priority-Medium, Type-Defect","blueskyflq"
"1049","Defect","Fixed","","LovePy","xg.lisa","[LovPy]PCS03  小结   图片位置放置错误","Component-LovePy, Priority-Medium, Type-Defect","xypmdxx"
"1050","Defect","Fixed","","LovePy","xg.lisa","[LovPy]PCS 302.pdf 算子 另外->其它","Component-LovePy, Priority-Medium, Type-Defect","skxiaonan"
"1051","Defect","Fixed","","LovePy","xg.lisa","[LovPy]PCS 302.pdf 快立得","Component-LovePy, Priority-Medium, Type-Defect","skxiaonan"
"1052","Defect","Fixed","TechReview","LovePy","xg.lisa","[LovPy]PCS 304.pdf p9 缺字","Component-LovePy, Milestone-TechReview, Priority-Word, Type-Defect","Zoom.Quiet"
"1053","Defect","Fixed","TechReview","LovePy","xg.lisa","[LovPy]PCS 304.pdf P10 表格没有排版","Component-LovePy, Milestone-TechReview, Priority-Sentence, Type-Defect","Zoom.Quiet"
"1054","Enhancement","Fixed","","LovePy","heyan2007"," [LovPy]CDays N.pdf p2 定场诗字体","Component-LovePy, Priority-Sentence, Type-Enhancement","blueskyflq"
"1055","Defect","Fixed","","",""," [LovPy]CDays -4.pdf p3边栏注释网址错误","Priority-Medium, Type-Defect","blueskyflq"
"1056","Enhancement","Fixed","","LovePy","heyan2007","[LovPy]pcs 400.pdf   深入","Component-LovePy, Priority-Paragraph, Type-Enhancement","xypmdxx"
"1057","Defect","Fixed","","LovePy","heyan2007","[LovPy]PCS 106.pdf 文件打开方式 “*ix”","Component-LovePy, Priority-Medium, Type-Defect","skxiaonan"
"1058","Defect","Invalid","","LovePy","xg.lisa","[LovPy]PCS 106.pdf 文件打开方式 w+覆盖文件","Component-LovePy, Priority-Medium, Type-Defect","skxiaonan"
"1059","Defect","Fixed","","LovePy","xg.lisa","[LovPy]PCS 108.pdf 函式参数 kwargs","Component-LovePy, Priority-Medium, Type-Defect","skxiaonan"
"1060","Defect","Fixed","","LovePy","xg.lisa","[LovPy]PCS 114.pdf 使用map","Component-LovePy, Priority-Medium, Type-Defect","skxiaonan"
"1061","Defect","Fixed","","","","[LovPy]可爱的Python_清样.pdf   PCS400 GAE  第392页","Priority-Medium, Type-Defect","xypmdxx"
"1062","Defect","Fixed","","LovePy","heyan2007","[LovPy]实例故事简述:学习阶段排版不当","Component-LovePy, Priority-Medium, Priority-Sentence, Type-Defect","Zoom.Quiet"
"1063","Defect","Fixed","","","","[LovPy]PCS401   Ajax   精简地址给出有误","Priority-Medium, Type-Defect","xypmdxx"
"1064","Defect","Fixed","","LovePy","xg.lisa","[lovpy]文前哲思序","Component-LovePy, Priority-Medium, Priority-Paragraph, Type-Defect","Zoom.Quiet"
"1065","Defect","Fixed","","LovePy","xg.lisa","[lovpy]文前 Guido 推荐序","Component-LovePy, Priority-Medium, Priority-Word, Type-Defect","Zoom.Quiet"
"1066","Defect","Fixed","","LovePy","xg.lisa","[lovpy]文前:书序 读者","Component-LovePy, Priority-Medium, Priority-Word, Type-Defect","Zoom.Quiet"
"1067","Defect","Invalid","","LovePy","xg.lisa","[lovpy]文前:前言 表情符","Component-LovePy, Priority-Medium, Priority-Word, Type-Defect","Zoom.Quiet"
"1068","Defect","Fixed","","LovePy","xg.lisa","[lovpy]前言:连续标点不统一","Component-LovePy, Priority-Medium, Priority-Sentence, Type-Defect","Zoom.Quiet"
"1069","Defect","Fixed","","LovePy","xg.lisa","[lovpy]前言:反馈地址组织太平","Component-LovePy, Priority-Medium, Priority-Paragraph, Type-Defect","Zoom.Quiet"
"1070","Defect","Fixed","","LovePy","xg.lisa","[lovpy]前言:断句有问题","Component-LovePy, Priority-Medium, Priority-Sentence, Type-Defect","Zoom.Quiet"
"1071","Defect","Fixed","","LovePy","xg.lisa","[lovpy]前言:谢谢应该用谢先","Component-LovePy, Priority-Medium, Priority-Sentence, Type-Defect","Zoom.Quiet"
"1072","Defect","Fixed","","LovePy","xg.lisa","[lovpy]前言:Issue样例包含意外链接","Component-LovePy, Priority-Medium, Priority-Sentence, Type-Defect","Zoom.Quiet"
"1073","Defect","WontFix","","","xg.lisa","[LovPy] PCS101","Priority-Medium, Type-Defect","kongjianjun"
"1074","Defect","Fixed","","LovePy","xg.lisa","[lovpy]文后:P421 引信？","Component-LovePy, Priority-Medium, Priority-Word, Type-Defect","Zoom.Quiet"
"1075","Defect","Fixed","","LovePy","xg.lisa","[lovpy]文后:P425 术语CherryPy 中别字","Component-LovePy, Priority-Medium, Priority-Word, Type-Defect","Zoom.Quiet"
"1076","Defect","Fixed","","","xg.lisa","[LovPy]PCS216 socket p316 文字错误 ","Priority-Medium, Type-Defect","blueskyflq"
"1077","Defect","Fixed","","","","[LovPy]PCS200 os(.stat;.path) p259 文字不通","Priority-Medium, Type-Defect","blueskyflq"
"1078","Defect","Invalid","","LovePy","heyan2007","[LovPy]pdf 第6页 截图","Component-LovePy, Priority-Medium, Type-Defect","skxiaonan"
"1079","Defect","Invalid","","LovePy","heyan2007","[LovPy]pdf 第11页以及以后 左右侧注解","Component-LovePy, Priority-Medium, Type-Defect","skxiaonan"
"1080","Defect","Fixed","","","","[LovPy]pdf 第289页 translate(pat)","Priority-Medium, Type-Defect","skxiaonan"
"1081","Defect","Invalid","","LovePy","heyan2007","[LovPy]pdf 空白页面、区域","Component-LovePy, Priority-Medium, Type-Defect","skxiaonan"
"1082","Defect","Fixed","","","","[LovPy]PCS304 p381 文字缺失","Priority-Medium, Type-Defect","blueskyflq"
"1083","Defect","Fixed","","LovePy","xg.lisa","[LovPy]文后:术语 PHP 错误","Component-LovePy, Priority-Medium, Priority-Sentence, Type-Defect","Zoom.Quiet"
"1084","Defect","Fixed","ReviewEnd","LovePy","heyan2007","[LovPy]文后:箴言 P436 CPyUG 解释错误","Component-LovePy, Milestone-ReviewEnd, Priority-Word, Type-Defect","Zoom.Quiet"
"1085","Defect","Fixed","","LovePy","xg.lisa","[LovPy]文后:箴言 P439 标点少前引号","Component-LovePy, Priority-Medium, Priority-Word, Type-Defect","Zoom.Quiet"
"1086","Defect","Fixed","","LovePy","xg.lisa","[LovPy]文后:箴言 P442 正文层次失常","Component-LovePy, Priority-Medium, Priority-Paragraph, Type-Defect","Zoom.Quiet"
"1087","Defect","Fixed","","LovePy","heyan2007","[LovPy] PCS102 C语言统一大写的C","Component-LovePy, Priority-Code, Type-Defect","kongjianjun"
"1088","Defect","Fixed","","","xg.lisa","[LovPy] PCS114","Priority-Medium, Type-Defect","kongjianjun"
"1089","Defect","Fixed","","","xg.lisa","[LovPy] PCS205","Priority-Medium, Type-Defect","kongjianjun"
"1090","Defect","Invalid","","LovePy","xg.lisa","[lovpy]P30 意外空白","Component-LovePy, Priority-Chapter, Priority-Medium, Type-Defect","Zoom.Quiet"
"1091","Defect","Fixed","","","xg.lisa","[LovPy] PCS215 别字","Priority-Medium, Type-Defect","kongjianjun"
"1092","Defect","Fixed","","LovePy","xg.lisa","[lovpy]CDay-1:p33/47:说明文块没有对齐～非等宽字体问题","Component-LovePy, Priority-Medium, Priority-Paragraph, Type-Defect","Zoom.Quiet"
"1093","Defect","Fixed","","LovePy","xg.lisa","[lovpy]CDay-1:p34:解释语句符号没有一致","Component-LovePy, Priority-Medium, Priority-Word, Type-Defect","Zoom.Quiet"
"1094","Defect","Fixed","","","xg.lisa","[LovPy] PCS216 别字","Priority-Medium, Type-Defect","kongjianjun"
"1095","Defect","Fixed","","LovePy","heyan2007","[lovpy]CDay-1:p36:安装示例重复！","Component-LovePy, Priority-Medium, Priority-Paragraph, Type-Defect","Zoom.Quiet"
"1096","Defect","Fixed","ReviewEnd","LovePy","xg.lisa","[lovpy]CDay+1:p52:成果代码对比错排成前后了","Component-LovePy, Milestone-ReviewEnd, Priority-Code, Type-Defect","Zoom.Quiet"
"1097","Defect","Fixed","ReviewEnd","LovePy","xg.lisa","[lovpy]CDay+2:p59:写错成index.kss ","Component-LovePy, Milestone-ReviewEnd, Priority-Code, Type-Defect","Zoom.Quiet"
"1098","Defect","Fixed","ReviewEnd","LovePy","xg.lisa","[lovpy]CDay+3:p71:图书错用网页式叙述 !!!","Component-LovePy, Milestone-ReviewEnd, Priority-Sentence, Type-Defect","Zoom.Quiet"
"1099","Defect","Fixed","","","xg.lisa","[LovPy] 文前 哲思序   别字","Priority-Medium, Type-Defect","kongjianjun"
"1100","Defect","Invalid","","","","LovelyPython 下面的资源不能下载","Priority-Medium, Type-Defect","huangzhichong"
This file is truncated to 100 out of 1201 total results.  See https://code.google.com/p/openbookproject/issues/csv?can=1&num=100&q=&colspec=ID%20Type%20Status%20Milestone%20Component%20Owner%20Summary%20AllLabels%20Reporter&groupby=&sort=&start=1100 for the next set of results.
