"ID","Type","Status","Milestone","Component","Owner","Summary","AllLabels","Reporter"
"619","Other","Fixed","Review3","CorePy2","digitalwit","[CorePy2]ch07 统一命名：内建方法、内建函数","Component-CorePy2, Milestone-Review3, Priority-Chapter, Type-Other","digitalwit"
"620","Other","Fixed","Review3","CorePy2","digitalwit","[CorePy2]ch15 统一命名：内建方法、内建函数、内建类型","Component-CorePy2, Milestone-Review3, Priority-Chapter, Type-Other","digitalwit"
"621","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch13-line 2180","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"622","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch13-line 2189","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"623","Defect","Fixed","Review3","CorePy2","digitalwit","[CorePy2]ch13-13.3.1","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"624","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch12- part 1","Component-CorePy2, Milestone-Review3, Priority-Chapter, Type-Defect","Filia.Tao"
"625","Defect","Fixed","Review1","CorePy2","digitalwit","[CorePy2]ch13-line 2176","Component-CorePy2, Milestone-Review1, Priority-Sentence, Priority-Word, Type-Defect","digitalwit"
"626","Defect","Fixed","Review3","CorePy2","moonsolo","[CorePy2]ch05 all","Component-CorePy2, Milestone-Review3, Priority-Chapter, Type-Defect","moonsolo"
"627","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch12- part 2 - over","Component-CorePy2, Milestone-Review3, Priority-Chapter, Type-Defect","Filia.Tao"
"628","Defect","Fixed","Review1","CorePy2","Filia.Tao","[CorePy2]ch13-13.3.2","Component-CorePy2, Milestone-Review1, Priority-Paragraph, Type-Defect","Filia.Tao"
"629","Enhancement","Fixed","Review1","CorePy2","wenliang.lu","[CorePy2]ch13.1","Component-CorePy2, Milestone-Review1, Priority-Medium, Priority-Sentence, Type-Enhancement","wenliang.lu"
"630","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch13-13.13.3","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"631","Defect","Fixed","Review1","CorePy2","wenliang.lu","[CorePy2] chap13.2","Component-CorePy2, Milestone-Review1, Priority-Sentence, Type-Defect","wenliang.lu"
"632","Defect","Fixed","Review1","CorePy2","Filia.Tao","[CorePy2]Ch13-13.13.4","Component-CorePy2, Milestone-Review1, Priority-Chapter, Type-Defect","Filia.Tao"
"633","Defect","Fixed","Review1","CorePy2","Filia.Tao","[CorePy2]Ch13-13.14","Component-CorePy2, Milestone-Review1, Priority-Sentence, Type-Defect","Filia.Tao"
"634","Defect","Fixed","Review1","CorePy2","Filia.Tao","[CorePy2]Ch13-13.15","Component-CorePy2, Milestone-Review1, Priority-Sentence, Type-Defect","Filia.Tao"
"635","Defect","Fixed","Review1","CorePy2","Filia.Tao","[CorePy2]Ch13-13.16. 1-3","Component-CorePy2, Milestone-Review1, Priority-Paragraph, Type-Defect","Filia.Tao"
"636","Defect","Fixed","Review1","CorePy2","wenliang.lu","[CorePy2]ch13.3","Component-CorePy2, Milestone-Review1, Priority-Sentence, Type-Defect","wenliang.lu"
"637","Defect","Fixed","Review2","CorePy2","Filia.Tao","[CorePy2]Ch13-13.7- revsion 2 ","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Defect","Filia.Tao"
"638","Defect","Fixed","Review1","CorePy2","wenliang.lu","[CorePy2]ch13.4","Component-CorePy2, Milestone-Review1, Priority-Sentence, Type-Defect","wenliang.lu"
"639","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]chap13 line3157","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"640","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3159","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"641","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3165","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"642","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3176","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"643","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3178","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"644","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3182","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"645","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3184","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"646","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3189","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"647","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3194","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"648","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3199","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"649","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3221","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"650","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3223","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"651","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3227","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"652","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3233","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"653","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3318","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"654","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3338","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"655","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3351","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"656","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3371","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"657","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3423","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"658","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3457","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"659","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3475","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"660","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3567","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"661","Defect","Fixed","Review1","CorePy2","jepher","[CorePy2]chap13 line3610","Component-CorePy2, Milestone-Review1, Priority-Medium, Type-Defect","jepher"
"662","Defect","Fixed","Review1","CorePy2","wenliang.lu","[CorePy2]ch13.5","Component-CorePy2, Milestone-Review1, Priority-Sentence, Type-Defect","wenliang.lu"
"663","Issue","Fixed","Review2","CorePy2","moonsolo","[corepy2]ch13-2176 - 3155","Component-CorePy2, Milestone-Review2, Priority-Paragraph, Type-Issue","moonsolo"
"664","Defect","Fixed","Review1","CorePy2","wenliang.lu","[CorePy2] chap13.6-13.6.3","Component-CorePy2, Milestone-Review1, Priority-Sentence, Type-Defect","wenliang.lu"
"665","Defect","Fixed","Review2","CorePy2","Filia.Tao","[CorePy2]ch13-13.8","Component-CorePy2, Milestone-Review2, Priority-Word, Type-Defect","Filia.Tao"
"666","Defect","Fixed","Review1","CorePy2","wenliang.lu","[CorePy2] chap13.6.4-13.6.5","Component-CorePy2, Milestone-Review1, Priority-Sentence, Type-Defect","wenliang.lu"
"667","Defect","Fixed","Review2","CorePy2","Filia.Tao","[CorePy2]ch13-13.11","Component-CorePy2, Milestone-Review2, Priority-Paragraph, Type-Defect","Filia.Tao"
"668","Defect","Fixed","Review2","CorePy2","Filia.Tao","[CorePy2]ch13-13.12","Component-CorePy2, Milestone-Review2, Priority-Word, Type-Defect","Filia.Tao"
"669","Issue","Fixed","Review2","CorePy2","Angeloliu","[CorePy2]ch13-13.12","Component-CorePy2, Milestone-Review2, Priority-Word, Type-Issue","Angeloliu"
"670","Defect","Fixed","Review2","CorePy2","Filia.Tao","[CorePy2]ch13-13.13","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Defect","Filia.Tao"
"671","Defect","Fixed","Review2","CorePy2","wenliang.lu","[CorePy2] chap13 line3156-3471","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Defect","wenliang.lu"
"672","Defect","Fixed","Review2","CorePy2","Filia.Tao","[CorePy2]ch13-13 13.1","Component-CorePy2, Milestone-Review2, Priority-Paragraph, Type-Defect","Filia.Tao"
"673","Defect","Fixed","Review2","CorePy2","Filia.Tao","[CorePy2]ch13-13 13.2","Component-CorePy2, Milestone-Review2, Priority-Paragraph, Type-Defect","Filia.Tao"
"674","Defect","Fixed","Review2","CorePy2","Filia.Tao","[CorePy2]ch13-13.3","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Defect","Filia.Tao"
"675","Defect","Fixed","Review2","CorePy2","Filia.Tao","[CorePy2]ch13-13.4","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Defect","Filia.Tao"
"676","Defect","Fixed","Review2","CorePy2","Filia.Tao","[CorePy2]ch13-13 13.5","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Defect","Filia.Tao"
"677","Defect","Fixed","Review2","CorePy2","Filia.Tao","[CorePy2]ch13-13.6","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Defect","Filia.Tao"
"678","Defect","Fixed","Review2","CorePy2","digitalwit","[CorePy2]ch13 line 3472-end","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Defect","wenliang.lu"
"679","Enhancement","Invalid","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2258","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","jepher"
"680","Enhancement","Invalid","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2268","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","jepher"
"681","Enhancement","Invalid","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2279","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","jepher"
"682","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2220","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"683","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2222","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"684","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2229","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"685","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2258","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"686","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2268","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"687","Enhancement","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2279","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","jepher"
"688","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2285","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"689","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2294","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"690","Enhancement","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2300","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","jepher"
"691","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2303","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"692","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2311","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"693","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2324","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"694","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2412","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"695","Enhancement","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2416","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","jepher"
"696","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2431","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"697","Enhancement","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2440","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","jepher"
"698","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2444","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"699","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2490","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"700","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]chap 13 line 2509","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
This file is truncated to 100 out of 1201 total results.  See https://code.google.com/p/openbookproject/issues/csv?can=1&num=100&q=&colspec=ID%20Type%20Status%20Milestone%20Component%20Owner%20Summary%20AllLabels%20Reporter&groupby=&sort=&start=700 for the next set of results.
