"ID","Type","Status","Milestone","Component","Owner","Summary","AllLabels","Reporter"
"914","Defect","Fixed","","LovePy","shengyan1985","[LovPy]PCS211 base64 ->使用 ->Base 64 编码","Component-LovePy, Priority-Code, Type-Defect","Aurthmyth"
"915","Defect","Fixed","TechReview","LovePy","shengyan1985","[LovPy]CDay-4 1.2.1. listdir()","Component-LovePy, Milestone-TechReview, Priority-Code, Type-Defect","xypmdxx"
"916","Defect","Fixed","","LovePy","kongjianjun","[LovPy]CDay 0 1.3.1. ~代码问题","Component-LovePy, Priority-Code, Type-Defect","xypmdxx"
"917","Defect","Fixed","","LovePy","shengyan1985","[LovPy]CDay 1---1.2. 问一声","Component-LovePy, Priority-Medium, Type-Defect","xypmdxx"
"918","Defect","WontFix","","LovePy","xypmdxx","[LovPy]CDay 1---1.2.2. 对比及推导","Component-LovePy, Priority-Medium, Type-Defect","xypmdxx"
"919","Defect","WontFix","","LovePy","kongjianjun","[LovPy]CDay -4----1.2.1. listdir()","Component-LovePy, Priority-Medium, Type-Defect","xypmdxx"
"920","Enhancement","Fixed","","LovePy","shengyan1985","[LovPy] PCS 200  os.path.expanduser","Component-LovePy, Priority-Medium, Type-Enhancement","kongjianjun"
"921","Enhancement","Fixed","","LovePy","shengyan1985","[LovPy] PCS202  渐进检测字符编码","Component-LovePy, Priority-Medium, Type-Enhancement","kongjianjun"
"922","Enhancement","Invalid","","LovePy","shengyan1985","[LovPy] PCS203  安装","Component-LovePy, Priority-Medium, Type-Enhancement","kongjianjun"
"923","Enhancement","Fixed","","LovePy","shengyan1985","[LovPy] PCS204 使用","Component-LovePy, Priority-Medium, Type-Enhancement","kongjianjun"
"924","Enhancement","Fixed","","LovePy","shengyan1985","[LovPy]附录 －>1. 故事练习解答  -> 1.1. CDays 故事解答 - >1.1.1. CDays-5","Component-LovePy, Priority-Sentence, Type-Enhancement","Aurthmyth"
"925","Defect","Fixed","","LovePy","shengyan1985","[LovPy]附录 －>1. 故事练习解答  -> 1.1. CDays 故事解答 - >1.1.1. CDays-5","Component-LovePy, Priority-pic, Type-Defect","Aurthmyth"
"926","Defect","Fixed","","LovePy","shengyan1985","[LovPy]附录 －>1. 故事练习解答  -> 1.1. CDays 故事解答 - >1.1.2. CDays-4","Component-LovePy, Priority-Sentence, Type-Defect","Aurthmyth"
"927","Enhancement","Fixed","","LovePy","shengyan1985","[LovPy] PCS208  功能介绍","Component-LovePy, Priority-Medium, Type-Enhancement","kongjianjun"
"928","Enhancement","Fixed","","LovePy","shengyan1985","[LovPy] PCS208  注意事项","Component-LovePy, Priority-Medium, Type-Enhancement","kongjianjun"
"929","Enhancement","Fixed","","LovePy","Zoom.Quiet","[LovPy]CDay 2 -----1.6.1. Joe Gregorio的超级框架","Component-LovePy, Priority-Sentence, Type-Enhancement","xypmdxx"
"930","Defect","Fixed","","LovePy","shengyan1985","[LovPy] PCS209 使用","Component-LovePy, Priority-Sentence, Type-Defect","kongjianjun"
"931","Defect","Fixed","","LovePy","shengyan1985","[LovPy] PCS211 使用->Base 64 编码","Component-LovePy, Priority-Sentence, Type-Defect","kongjianjun"
"932","Defect","Fixed","","LovePy","shengyan1985","[LovPy]  附录","Component-LovePy, Priority-Sentence, Type-Defect","kongjianjun"
"933","Enhancement","Fixed","","LovePy","shengyan1985","[LovPy] PCS300  开始写程序","Component-LovePy, Priority-Sentence, Type-Enhancement","kongjianjun"
"934","Enhancement","Fixed","TechReview","LovePy","skxiaonan","[LovPy]PCS302 使用 安装","Component-LovePy, Milestone-TechReview, Priority-Sentence, Type-Enhancement","skxiaonan"
"935","Other","Fixed","","LovePy","yi.codeplayer","[LovPy]PCS300  最流行框架快速体验教程  快速起步","Component-LovePy, Priority-Medium, Type-Other","skxiaonan"
"936","Defect","Fixed","","LovePy","shengyan1985","[LovPy]故事练习解答---1.2.1. KDays0","Component-LovePy, Priority-Code, Priority-Medium, Type-Defect","xypmdxx"
"937","Enhancement","Fixed","","LovePy","Zoom.Quiet","[LovPy] Quixote  豆瓣动力核心   缘起","Component-LovePy, Priority-Word, Type-Enhancement","kongjianjun"
"938","Defect","Fixed","","LovePy","shengyan1985","[LovPy] Django 最流行框架快速体验教程  啥是 Django","Component-LovePy, Priority-Word, Type-Defect","kongjianjun"
"939","Defect","Fixed","","LovePy","shengyan1985","[LovPy] Django 最流行框架快速体验教程  下载安装","Component-LovePy, Priority-Sentence, Type-Defect","kongjianjun"
"940","Other","WontFix","","LovePy","shengyan1985","[LovPy]CdayStory  CDay -5 Python初体验和原始需求  Hello World!","Component-LovePy, Priority-Medium, Type-Other","skxiaonan"
"941","Other","Invalid","","LovePy","shengyan1985","[LovPy]CDay 0 时刻准备着!发布   再次开发","Component-LovePy, Priority-Medium, Type-Other","skxiaonan"
"942","Other","Invalid","","LovePy","shengyan1985","[LovPy]CDay 1 优化!对自个儿的反省  问题探索  ConfigParser","Component-LovePy, Priority-Medium, Type-Other","skxiaonan"
"943","Other","Invalid","","LovePy","shengyan1985","[LovPy]CDay 1 优化!对自个儿的反省 练习(链接问题)","Component-LovePy, Priority-Medium, Type-Other","skxiaonan"
"944","Other","Invalid","","LovePy","shengyan1985","[LovPy]CDay 2 界面!不应该是难事儿  Web应用框架","Component-LovePy, Priority-Medium, Type-Other","skxiaonan"
"945","Task","Fixed","TechReview","LovePy","kongjianjun","[LovPy]将所有外部长链接改为精巧链接","Component-LovePy, Milestone-TechReview, Priority-Word, Type-Task","paradise.qingfeng"
"946","Enhancement","Fixed","TechReview","LovePy","paradise.qingfeng","[LovPy]根据过往讨论,统一修订 函数为函式","Component-LovePy, Milestone-TechReview, Priority-Word, Type-Enhancement","Zoom.Quiet"
"947","Task","Fixed","TechReview","LovePy","kongjianjun","[LovPy]PCS 引用和扩展内容整体复查","Component-LovePy, Milestone-TechReview, Priority-Chapter, Type-Task","Zoom.Quiet"
"948","Defect","Fixed","","LovePy","shengyan1985","[LovPy] 引言->书序","Component-LovePy, Priority-Medium, Type-Defect","kongjianjun"
"949","Defect","Fixed","","LovePy","shengyan1985","[LovPy] 引言->Z序","Component-LovePy, Priority-Medium, Type-Defect","kongjianjun"
"950","Defect","Fixed","","LovePy","shengyan1985","[LovPy] 引言->谢序","Component-LovePy, Priority-Medium, Type-Defect","kongjianjun"
"951","Issue","Fixed","","LovePy","shengyan1985","[LovPy] PCS113 使用","Component-LovePy, Priority-Medium, Type-Issue","kongjianjun"
"952","Defect","Fixed","","LovePy","shengyan1985","[LovPy] 资源索引","Component-LovePy, Priority-Medium, Type-Defect","kongjianjun"
"953","Other","Fixed","","LovePy","shengyan1985","[LovPy]PCS300  最流行框架快速体验教程的上面","Component-LovePy, Priority-Medium, Type-Other","skxiaonan"
"954","Other","Fixed","","LovePy","shengyan1985","[LovPy]PCS300  (精简地址)","Component-LovePy, Priority-Medium, Type-Other","skxiaonan"
"955","Other","Fixed","","LovePy","shengyan1985","[LovPy]KdayStory  (精简地址)","Component-LovePy, Priority-Medium, Type-Other","skxiaonan"
"956","Other","Fixed","","LovePy","shengyan1985","[LovPy]PCS400  (精简地址)","Component-LovePy, Priority-Medium, Type-Other","skxiaonan"
"957","Other","Fixed","","LovePy","shengyan1985","[LovPy]CDay -5 --- 剧本背景","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"958","Other","Fixed","","LovePy","shengyan1985","[LovPy]CDay -5 精简地址 --约定","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"959","Other","Fixed","","LovePy","shengyan1985","[LovPy]CDay -4 精简地址","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"960","Other","Invalid","","LovePy","shengyan1985","[LovPy]PCS0 （精简地址）（无）","Component-LovePy, Priority-Medium, Type-Other","skxiaonan"
"961","Defect","Fixed","","LovePy","shengyan1985","[LovPy]CDay -3 精简地址","Component-LovePy, Priority-Medium, Type-Defect","xypmdxx"
"962","Other","Fixed","","LovePy","shengyan1985","[LovPy]CDay -2 精简地址","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"963","Other","Fixed","","LovePy","shengyan1985","[LovPy]CDay -1 精简地址","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"964","Other","Fixed","","LovePy","shengyan1985","[LovPy]CDay 0 精简地址","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"965","Other","Fixed","","LovePy","shengyan1985","[LovPy]CDay 1 精简地址","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"966","Other","WontFix","","LovePy","shengyan1985","[LovPy]CDay 3精简地址（无）","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"967","Defect","Fixed","","LovePy","shengyan1985","[LovPy]PCS209 fnmatch","Component-LovePy, Priority-Medium, Type-Defect","xypmdxx"
"968","Defect","Fixed","","LovePy","shengyan1985","[LovPy]PCS210 pickle","Component-LovePy, Priority-Medium, Type-Defect","xypmdxx"
"969","Defect","Fixed","","LovePy","shengyan1985","[LovPy]PCS210 pickle","Component-LovePy, Priority-Medium, Type-Defect","xypmdxx"
"970","Other","Fixed","","LovePy","shengyan1985","[LovPy]CDay N精简地址","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"971","Other","Fixed","","LovePy","shengyan1985","[LovPy]CDay 2精简地址","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"972","Other","Fixed","","LovePy","shengyan1985","[LovPy]CDay -4","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"973","Defect","Fixed","","LovePy","shengyan1985","[LovPy]CDay -4","Component-LovePy, Priority-Medium, Type-Defect","xypmdxx"
"974","Other","Fixed","","LovePy","shengyan1985","[LovPy]CDay -5 小结","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"975","Other","Fixed","","LovePy","shengyan1985","[LovPy]CDay -1----幸福的自由","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"976","Other","Fixed","","LovePy","shengyan1985","[LovPy]CDay -1---改善数据结构","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"977","Other","Fixed","","LovePy","shengyan1985","[LovPy]CDay 2----GUI有必要嘛?没必要嘛?","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"978","Other","Fixed","","LovePy","shengyan1985","[LovPy]CDay 2---重构","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"979","Defect","Fixed","","LovePy","shengyan1985","[LovPy]CDay 2----搜索结果""二传""","Component-LovePy, Priority-Medium, Type-Defect","xypmdxx"
"980","Defect","Fixed","","LovePy","shengyan1985","[LovPy]CDay 3---实现","Component-LovePy, Priority-Medium, Type-Defect","xypmdxx"
"981","Defect","Fixed","","LovePy","shengyan1985","[LovPy]CDay N----桌面化","Component-LovePy, Priority-Medium, Type-Defect","xypmdxx"
"982","Other","Fixed","","LovePy","shengyan1985","[LovPy]CDay N---FP化","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"983","Other","Fixed","","LovePy","shengyan1985","[LovPy]CDays N ---Google化","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"984","Other","Fixed","","LovePy","shengyan1985","[LovPy]CDay-2---利用自个儿的模块","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"985","Defect","Fixed","","LovePy","shengyan1985","[LovPy]CDay -2----实现grep","Component-LovePy, Priority-Medium, Type-Defect","xypmdxx"
"986","Other","Fixed","","LovePy","shengyan1985","[LovPy]PCS210---使用","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"987","Other","Fixed","","LovePy","shengyan1985","[LovPy]故事练习解答----CDays2---1","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"988","Other","Fixed","","LovePy","shengyan1985","[LovPy]故事练习解答----CDays2---3","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"989","Other","Fixed","","LovePy","shengyan1985","[LovPy]故事练习解答---CDays-4--精简地址","Component-LovePy, Priority-Medium, Type-Other","xypmdxx"
"990","Enhancement","Fixed","","LovePy","shengyan1985","[LovPy] 后记故事","Component-LovePy, Priority-Medium, Type-Enhancement","kongjianjun"
"991","Enhancement","Fixed","","LovePy","shengyan1985","[LovPy] 后记故事","Component-LovePy, Priority-Medium, Type-Enhancement","kongjianjun"
"992","Enhancement","Fixed","","LovePy","shengyan1985","[LovPy] 后记故事","Component-LovePy, Priority-Medium, Type-Enhancement","kongjianjun"
"993","Enhancement","WontFix","TechReview","LovePy","kongjianjun","[LovPy]术语索引增补","Component-LovePy, Milestone-TechReview, Priority-Sentence, Type-Enhancement, Usability","Zoom.Quiet"
"994","Defect","Fixed","","","shengyan1985","[LovPy] CDayN ","Priority-Medium, Type-Defect","kongjianjun"
"995","Enhancement","Fixed","","LovePy","shengyan1985","[LovePy]CDay N 基于Python的无尽探索->桌面化","Component-LovePy, Priority-Sentence, Type-Enhancement","Aurthmyth"
"996","Defect","Fixed","","LovePy","shengyan1985","[LovePy]PCS217 Tkinter ->概述","Component-LovePy, Priority-pic, Type-Defect","Aurthmyth"
"997","Enhancement","Fixed","","LovePy","shengyan1985","[LovePy]PCS101 内建数据类型->列表(List)->内建函式","Component-LovePy, Priority-Sentence, Type-Enhancement","Aurthmyth"
"998","Enhancement","Fixed","TechReview","LovePy","yi.codeplayer","[LovPy]PCS304 AbtWebModules 增补截屏","Component-LovePy, Milestone-TechReview, Priority-Chapter, Type-Enhancement","Zoom.Quiet"
"999","Enhancement","Fixed","TechReview","LovePy","yi.codeplayer","[LovPy]PCS304 AbtDjango 增补小结","Component-LovePy, Milestone-TechReview, Priority-Chapter, Type-Enhancement","Zoom.Quiet"
"1000","Enhancement","Fixed","TechReview","LovePy","shengyan1985","[LovPy]PCS304 AbtEurasia 增补缺少的,,","Component-LovePy, Milestone-TechReview, Priority-Chapter, Type-Enhancement","Zoom.Quiet"
This file is truncated to 100 out of 1201 total results.  See https://code.google.com/p/openbookproject/issues/csv?can=1&num=100&q=&colspec=ID%20Type%20Status%20Milestone%20Component%20Owner%20Summary%20AllLabels%20Reporter&groupby=&sort=&start=1000 for the next set of results.
