"ID","Type","Status","Milestone","Component","Owner","Summary","AllLabels","Reporter"
"522","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 329","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"523","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 340","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"524","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 472","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"525","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 486","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"526","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 500","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"527","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 504","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"528","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 548","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"529","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 572","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"530","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 597","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"531","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 605","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"532","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 627","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"533","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 724","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"534","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - clause 翻译问题","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"535","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 902","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"536","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 970","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"537","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 974","Component-CorePy2, Milestone-Review3, Priority-Paragraph, Type-Defect","Filia.Tao"
"538","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 978","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"539","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 984","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"540","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 944 / 955  - 代码 - 勘误","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"541","Issue","Fixed","Review3","CorePy2","wenliang.lu","[CorePy2]前言","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Issue","wenliang.lu"
"542","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - 关于 context 翻译","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"543","Issue","Fixed","Review3","CorePy2","Angeloliu","[CorePy2]ch14 third round ","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Issue","chjsun"
"544","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1434","Component-CorePy2, Milestone-Review3, Priority-Paragraph, Type-Defect","Filia.Tao"
"545","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1043","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"546","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1049","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"547","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1120","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"548","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1205","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"549","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1233","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"550","Defect","Fixed","","","Filia.Tao","[CorePy2]ch10 - line 1273 - 有疑问","Priority-Medium, Type-Defect","Filia.Tao"
"551","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1285 ","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"552","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1388","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"553","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1396","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"554","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1463 -- 看不懂","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"555","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1556","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"556","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1588 line 1592","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"557","Defect","Fixed","Review3","","Filia.Tao","[CorePy2]ch10 - line 1608","Milestone-Review3, Priority-Code, Priority-Word, Type-Defect","Filia.Tao"
"558","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1631","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"559","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1651","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"560","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1655","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"561","Issue","Fixed","Review2","","digitalwit","[CorePy2] ch15 Chun_ch15.txt : Line 450 部分翻译缺失","Milestone-Review2, Priority-Paragraph, Priority-Sentence, Type-Issue","digitalwit"
"562","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1791","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"563","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1799","Component-CorePy2, Milestone-Review3, Priority-Paragraph, Type-Defect","Filia.Tao"
"564","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1803","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"565","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1812","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"566","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1818","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"567","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1822","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"568","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1832","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"569","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1837 - 有问题","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"570","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1853","Component-CorePy2, Milestone-Review3, Priority-Paragraph, Type-Defect","Filia.Tao"
"571","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1867","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"572","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1877","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"573","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1884","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"574","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1895","Component-CorePy2, Milestone-Review3, Priority-Paragraph, Type-Defect","Filia.Tao"
"575","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1930","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"576","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1938","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"577","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1942","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"578","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1946","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"579","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1950","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"580","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1962","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"581","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1966","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"582","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1970","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"583","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 1977","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"584","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 2010","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"585","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 2014","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"586","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 2073","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"587","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 2040","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"588","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch10 - line 2128","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"589","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch07-line 36","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"590","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch07-line 69","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"591","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch07-line 83","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"592","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch07-line 114","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"593","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch07-line 175","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"594","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch07-line 179","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"595","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch07-line 239","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"596","Defect","Fixed","Review2","CorePy2","Filia.Tao","[CorePy2]ch07-line 293","Component-CorePy2, Milestone-Review2, Priority-Word, Type-Defect","Filia.Tao"
"597","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch07-line 323","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"598","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch07-line 359","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"599","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch07-line 366","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"600","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch07-line 472 , 478","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
This file is truncated to 100 out of 1201 total results.  See https://code.google.com/p/openbookproject/issues/csv?can=1&num=100&q=&colspec=ID%20Type%20Status%20Milestone%20Component%20Owner%20Summary%20AllLabels%20Reporter&groupby=&sort=&start=600 for the next set of results.
