"ID","Type","Status","Milestone","Component","Owner","Summary","AllLabels","Reporter"
"449","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch3 第617行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"450","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch3 第939行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"451","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch3 第962行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"452","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line 52","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"453","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line 57","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"454","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line 134","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"455","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line 152","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"456","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line 158 - 是代码输出, 不应该翻译","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"457","Defect","Fixed","Review2","CorePy2","Filia.Tao","[CorePy2]ch02-line 165","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Defect","Filia.Tao"
"458","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line 197 - 需要讨论","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"459","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line 262","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"460","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line 268","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"461","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line 272","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"462","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line 324","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"463","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line 330","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"464","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line 660","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"465","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line 671","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"466","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line 692","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"467","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line 727","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","Filia.Tao"
"468","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line  788","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"469","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line  788","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"470","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line  812","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"471","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line  816","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"472","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line  846","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"473","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line  911","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"474","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line  917","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"475","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line  1001","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"476","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line  1051","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"477","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line  1056","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"478","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line  598","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"479","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch02-line  520","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"480","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 line 790","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"481","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 line 794","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"482","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 line 798","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"483","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 line 804","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"484","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 line 825","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"485","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 line 828","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"486","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 line 837","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"487","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 line 849","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"488","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 line 852","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"489","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 line 864","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"490","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 line 867","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"491","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 line 870","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"492","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 line 883","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"493","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 line 904","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"494","Enhancement","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 统一图例说明","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","jepher"
"495","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 line 948","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"496","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 line 985","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"497","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 line 997","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"498","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 line 997","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"499","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 line 1007","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
"500","Defect","Fixed","Review3","CorePy2","jepher","[CorePy2]ch20 line 1041","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","jepher"
This file is truncated to 100 out of 1201 total results.  See https://code.google.com/p/openbookproject/issues/csv?can=1&num=100&q=&colspec=ID%20Type%20Status%20Milestone%20Component%20Owner%20Summary%20AllLabels%20Reporter&groupby=&sort=&start=500 for the next set of results.
