"ID","Type","Status","Milestone","Component","Owner","Summary","AllLabels","Reporter"
"316","Enhancement","Fixed","Review2","CorePy2","wenliang.lu","[CorePy2] chap14.5.6","Component-CorePy2, Milestone-Review2, Priority-Medium, Type-Enhancement","wenliang.lu"
"317","Issue","Fixed","Review2","CorePy2","Angeloliu","[CorePy2] ch5 - Chun_ch05.txt :39 ","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Issue","onenew"
"318","Issue","Fixed","Review2","CorePy2","Angeloliu","[CorePy2] ch5 - Chun_ch05.txt :51 ","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Issue","onenew"
"319","Issue","Fixed","Review2","CorePy2","Angeloliu","[CorePy2] ch5 - Chun_ch05.txt :75 ","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Issue","onenew"
"320","Issue","Fixed","Review2","CorePy2","Angeloliu","[CorePy2] ch5 - Chun_ch05.txt :85 ","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Issue","onenew"
"321","Defect","Fixed","","","","[CorePy2] ch5 - Chun_ch05.txt :104 ","Priority-Medium, Type-Defect","onenew"
"322","Issue","Fixed","Review2","CorePy2","Angeloliu","[CorePy2] ch5 - Chun_ch05.txt :159 ","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Issue","onenew"
"323","Issue","Fixed","Review2","CorePy2","Angeloliu","[CorePy2] ch5 - Chun_ch05.txt :284 ","Component-CorePy2, Milestone-Review2, Priority-Paragraph, Type-Issue","onenew"
"324","Issue","Fixed","Review2","CorePy2","Angeloliu","[CorePy2] ch5 - Chun_ch05.txt :353 ","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Issue","onenew"
"325","Issue","Fixed","Review2","CorePy2","Angeloliu","[CorePy2] ch5 - Chun_ch05.txt :459 ","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Issue","onenew"
"326","Issue","Fixed","Review2","CorePy2","Angeloliu","[CorePy2] ch5 - Chun_ch05.txt   : 465 到:521  没有翻译: svn:534","Component-CorePy2, Milestone-Review2, Priority-Paragraph, Type-Issue","onenew"
"327","Issue","Fixed","Review2","CorePy2","Angeloliu","[CorePy2] ch5 - Chun_ch05.txt :611 ","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Issue","onenew"
"328","Issue","Fixed","Review2","CorePy2","Angeloliu","[CorePy2] ch5 - Chun_ch05.txt :530  编码?","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Issue","onenew"
"329","Defect","Fixed","Review2","CorePy2","Angeloliu","[CorePy2] ch5 - Chun_ch05.txt :715 ","Component-CorePy2, Milestone-Review2, Priority-Medium, Priority-Sentence, Type-Defect","onenew"
"330","Issue","Fixed","Review2","CorePy2","Angeloliu","[CorePy2] ch5 - Chun_ch05.txt :941 ","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Issue","onenew"
"331","Issue","Fixed","Review2","CorePy2","Angeloliu","[CorePy2] ch5 - Chun_ch05.txt :1105 ","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Issue","onenew"
"332","Issue","Fixed","Review2","CorePy2","Angeloliu","[CorePy2] ch5 - Chun_ch05.txt :1113 ","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Issue","onenew"
"333","Issue","Fixed","Review2","CorePy2","Angeloliu","[CorePy2] ch5 - Chun_ch05.txt :1143 ","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Issue","onenew"
"334","Issue","Fixed","Review2","CorePy2","Angeloliu","[CorePy2] ch5 - Chun_ch05.txt :1190 ","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Issue","onenew"
"335","Issue","Fixed","Review2","CorePy2","Angeloliu","[CorePy2] ch5 - Chun_ch05.txt :1327 ","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Issue","onenew"
"336","Issue","Fixed","Review2","CorePy2","Angeloliu","[CorePy2] ch5 - Chun_ch05.txt :1367 ","Component-CorePy2, Milestone-Review2, Priority-Sentence, Type-Issue","onenew"
"337","Enhancement","Fixed","Review2","CorePy2","wenliang.lu","[CorePy2] chap14完","Component-CorePy2, Milestone-Review2, Priority-Medium, Priority-Sentence, Type-Enhancement","wenliang.lu"
"338","","Fixed","","","","","","Filia.Tao"
"339","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch17-line 1302","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"340","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch17-line 1336","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"341","Defect","Fixed","","","dujunfly","建议ch16的编码改为utf-8","Priority-Medium, Type-Defect","dujunfly"
"342","Issue","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 建议中文统一使用cookie","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Issue","shizhensong"
"343","Issue","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 267行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Issue","shizhensong"
"344","Enhancement","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 289行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","shizhensong"
"345","Enhancement","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 382行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","shizhensong"
"346","Issue","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 798行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Issue","shizhensong"
"347","Issue","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 267行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Issue","shizhensong"
"348","Enhancement","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1365行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","shizhensong"
"349","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1383行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"350","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1407行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"351","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1427行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"352","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1430行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"353","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1433行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"354","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1437行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"355","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1442行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"356","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1450行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"357","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1453行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"358","Enhancement","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1456行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","shizhensong"
"359","Enhancement","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1459行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","shizhensong"
"360","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1462行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"361","Enhancement","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1468行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","shizhensong"
"362","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1471行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"363","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1474行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"364","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1480行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"365","Enhancement","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1486行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","shizhensong"
"366","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1496行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"367","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1502行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"368","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1505行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"369","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1522行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"370","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1544行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"371","Enhancement","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1593行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","shizhensong"
"372","Issue","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch17-line 1640","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Issue","Filia.Tao"
"373","Defect","Fixed","","","shizhensong","[CorePy2]ch20 1605行","Priority-Medium, Type-Defect","shizhensong"
"374","Enhancement","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1819行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","shizhensong"
"375","Enhancement","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1826行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","shizhensong"
"376","Enhancement","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1832行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Enhancement","shizhensong"
"377","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1841行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"378","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1853行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"379","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch17","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"380","Defect","Invalid","Review3","CorePy2","Filia.Tao","[CorePy2]ch17-line 1817","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"381","Issue","Fixed","Review2","CorePy2","Python.LeoJay","[CorePy2]关于raise异常时单词raise的翻译统一的问题。","Component-CorePy2, Milestone-Review2, Priority-Word, Type-Issue","Python.LeoJay"
"382","Defect","Fixed","","","Python.LeoJay","[CorePy2]integer的翻译的统一。","Priority-Medium, Type-Defect","Python.LeoJay"
"383","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch17","Component-CorePy2, Milestone-Review3, Priority-Chapter, Type-Defect","Filia.Tao"
"384","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch17 -line 1856","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"385","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch17 -line 1936","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"386","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch17 -line 1971","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"387","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch17 -line 2013","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Defect","Filia.Tao"
"388","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch17 -line 2239","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"389","Issue","Fixed","Review3","CorePy2","dujunfly","enter ch16-line 58","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Issue","dujunfly"
"390","Defect","Fixed","Review3","CorePy2","Filia.Tao","[CorePy2]ch17 -line 2388","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Defect","Filia.Tao"
"391","Issue","Fixed","Review3","CorePy2","dujunfly","ch16-line 106,107","Component-CorePy2, Milestone-Review3, Priority-Sentence, Type-Issue","dujunfly"
"392","Issue","Fixed","Review3","CorePy2","Angeloliu","[CorePy2]ch04 third round","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Issue","chjsun"
"393","Issue","Fixed","Review3","CorePy2","Angeloliu","[CorePy2] ch5 - Chun_ch05.txt :530  编码?","Component-CorePy2, Milestone-Review3, Priority-Word, Type-Issue","onenew"
"394","Enhancement","Fixed","Review2","CorePy2","wenliang.lu","[CorePy2]ch07.1","Component-CorePy2, Milestone-Review2, Priority-Medium, Priority-Word, Type-Enhancement","wenliang.lu"
"395","Enhancement","Fixed","Review2","CorePy2","wenliang.lu","[CorePy2]ch07.2","Component-CorePy2, Milestone-Review2, Priority-Medium, Priority-Sentence, Type-Enhancement","wenliang.lu"
"396","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1860行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"397","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1878行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"398","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1881行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
"399","Issue","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1904行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Issue","shizhensong"
"400","Defect","Fixed","Review3","CorePy2","shizhensong","[CorePy2]ch20 1905行","Component-CorePy2, Milestone-Review3, Priority-Medium, Type-Defect","shizhensong"
This file is truncated to 100 out of 1201 total results.  See https://code.google.com/p/openbookproject/issues/csv?can=1&num=100&q=&colspec=ID%20Type%20Status%20Milestone%20Component%20Owner%20Summary%20AllLabels%20Reporter&groupby=&sort=&start=400 for the next set of results.
